start_time,run,device_tracking,making_code,generalpurpose,EtOH (ppm),IAQ,MOX_400C,MOX_DEC_100C,MOX_DEC_150C,MOX_DEC_200C,MOX_DEC_250C,MOX_DEC_300C,MOX_DEC_350C,MOX_INC_100C,MOX_INC_150C,MOX_INC_200C,MOX_INC_250C,MOX_INC_300C,MOX_INC_350C,Rhtr_cold,TVOC (mg/m^3),Temperature_MEMS,VDDH,VDDH_400C,Vhtr_400C,board_type,comment,eCO2 (ppm),sleeptime
2021-10-27T15:32:31.829869,1,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,183.9588933882329,5338.794004879749,3621.4879748258036,2438.7509457321685,1594.012263213784,977.5424814277176,549.2134371857584,1975.1552795031057,1440.4737454645033,966.6313740223368,603.5664359507655,306.77562138236294,100.95753184686293,24.40432045676492,0.02,32.355518632709746,2.077641357421875,2.0727019653320315,0.5560406529235842,IDT HiCom,,400.0,0.0
2021-10-27T15:32:34.832747,2,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,274.25147662087863,5893.210329524409,3991.201634971769,2678.6937735621696,1758.7631339881045,1101.2798824353652,654.320987654321,3569.307358559057,2365.0302530253025,1345.5366613063263,774.052652232516,415.2614546073923,223.67816483161172,24.309556440873585,0.02,30.930820106557228,2.077641357421875,2.0727019653320315,0.556810524536133,IDT HiCom,,400.0,1.94
2021-10-27T15:32:37.842868,3,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,317.619217869486,6148.582224010355,4155.92609283461,2785.9185009128173,1832.0673513828638,1159.559012050252,697.8441806522036,3875.296439266735,2553.1182795698924,1436.8207568159646,824.8886461764254,455.06737763846064,256.1868128127447,24.306640625000004,0.02,30.886983228829486,2.077641357421875,2.072830261230469,0.5569938273010254,IDT HiCom,,400.0,1.9
2021-10-27T15:32:40.852162,4,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,339.3097342119153,6347.194257200385,4260.881628689349,2852.525670181242,1876.0740194481127,1192.355032822757,719.6124586361,4002.4248722611933,2634.356229454589,1473.356271076191,846.6829376525405,473.16591133676354,277.86477837543407,24.315388072620742,0.02,31.01849386201271,2.077641357421875,2.07276611328125,0.5553441024169923,IDT HiCom,,400.0,1.91
2021-10-27T15:32:43.852211,5,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,357.3885502162586,6595.968448729185,4414.750542299349,2959.9241575454625,1945.7882998799107,1236.098762054579,755.9028251671898,4051.0723814143653,2660.217570917103,1502.5936895447776,868.4816932661944,491.26752883845353,299.54717238091996,24.32267761230469,0.02,31.128086056332187,2.077641357421875,2.07276611328125,0.5557107079467773,IDT HiCom,,400.0,1.9
2021-10-27T15:32:46.862477,6,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,364.62093862815885,6484.906883442247,4335.912292266593,2893.2503920183344,1905.4218624037323,1225.1611469215381,752.2732313151474,4189.650689087284,2752.6304007163644,1542.8082191780823,879.3827455532416,498.50903948063456,299.54717238091996,24.32413552024148,0.02,31.150004495196015,2.077641357421875,2.072830261230469,0.5568838456420899,IDT HiCom,,400.0,1.9
2021-10-27T15:32:49.862795,7,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,371.8538196927897,6576.811848216633,4403.484417297147,2926.5821039569832,1934.7777606230593,1243.3911288943607,766.7923498200058,4066.0452545133235,2660.217570917103,1506.2489299777435,853.9486934407482,494.88822246455834,306.77562138236294,24.31684598055753,0.02,31.04041230087662,2.077641357421875,2.072830261230469,0.5554174235229493,IDT HiCom,,400.0,1.89
2021-10-27T15:32:52.872829,8,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,379.0871934604905,6760.853930219096,4516.198479113858,3004.396324328052,1982.4982841455044,1268.9183411714407,784.9440349440349,4081.020203070312,2678.6937735621696,1506.2489299777435,857.5817573564552,498.50903948063456,314.00456263406994,24.328509244051848,0.02,31.21575981178767,2.077641357421875,2.0728944091796877,0.557250451171875,IDT HiCom,,400.0,1.91
2021-10-27T15:32:55.882690,9,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,389.93817804043124,6983.652039544154,4647.846707086149,3089.6860986547085,2037.5868874967819,1298.0997827834506,803.0988174666826,4189.650689087284,2741.536660123291,1542.8082191780823,883.0166777624145,516.614975631369,328.4639220894201,24.32267761230469,0.02,31.128086056332187,2.077641357421875,2.073022705078125,0.5562606162414553,IDT HiCom,,400.0,1.91
2021-10-27T15:32:58.902632,10,x0000463C536D4F69,x2310,"[200, 6, 72, 11, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01,1.0,400.790271485506,7233.879474017298,4783.423435951814,3178.756297881151,2085.3532925908125,1341.886921563596,828.5207181377568,4275.883597516562,2785.9185009128173,1590.3540171613545,919.3628246060337,538.3461721998773,339.3097342119153,24.32413552024148,0.02,31.150004495196015,2.077641357421875,2.073022705078125,0.5567372034301759,IDT HiCom,,400.0,1.91
